Phone,Price,Mobile Link,Brand,Color,Storage,Image URL
Kechaoda K115,₹899,https://www.flipkart.com/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBFPFFZYMPFHRXH&lid=LSTMOBFPFFZYMPFHRXHYCTCUG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_236&otracker=browse&fm=organic&iid=e8d11cd2-bd67-4c2a-9f3d-feb28e751edf.MOBFPFFZYMPFHRXH.SEARCH&ppt=None&ppn=None&ssid=qjwj5zzpy80000001713283224014,Kechaoda,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/k73nlow0/mobile/r/x/h/kechaoda-k115-k115-original-imafpfayd23hzrfu.jpeg?q=70
"realme Narzo N53 (Feather Black, 128 GB)","₹8,750",https://www.flipkart.com/realme-narzo-n53-feather-black-128-gb/p/itm3061a0a591574?pid=MOBGUR5DYSVJYHNU&lid=LSTMOBGUR5DYSVJYHNUXDAUAF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_237&otracker=browse&fm=organic&iid=e8d11cd2-bd67-4c2a-9f3d-feb28e751edf.MOBGUR5DYSVJYHNU.SEARCH&ppt=None&ppn=None&ssid=qjwj5zzpy80000001713283224014,realme,Blue Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/1/k/narzo-n53-rmx3761-realme-original-imagur5dgtujf37t.jpeg?q=70
"realme C55 (Rainy Night, 64 GB)","₹8,999",https://www.flipkart.com/realme-c55-rainy-night-64-gb/p/itm054283d14c56e?pid=MOBGNBYJVHS63AAY&lid=LSTMOBGNBYJVHS63AAY2TVRIY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_238&otracker=browse&fm=organic&iid=e8d11cd2-bd67-4c2a-9f3d-feb28e751edf.MOBGNBYJVHS63AAY.SEARCH&ppt=None&ppn=None&ssid=qjwj5zzpy80000001713283224014,realme,Stardust Silver,256 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/l/m/-original-imagp55fu6uq2jch.jpeg?q=70
Jio PRIMA 4G,"₹2,899",https://www.flipkart.com/jio-prima-4g/p/itm68d4c420841af?pid=MOBGWMEU5HTY8GS9&lid=LSTMOBGWMEU5HTY8GS9NS30GA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_239&otracker=browse&fm=organic&iid=e8d11cd2-bd67-4c2a-9f3d-feb28e751edf.MOBGWMEU5HTY8GS9.SEARCH&ppt=None&ppn=None&ssid=qjwj5zzpy80000001713283224014,Jio,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/n/s/prima-4g-f491h-jio-original-imagwmeukwphwhwn.jpeg?q=70
Kechaoda K55 Pro,"₹1,130",https://www.flipkart.com/kechaoda-k55-pro/p/itm15c4cff59145e?pid=MOBGDPAEESUHWZWM&lid=LSTMOBGDPAEESUHWZWMGK9OLP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_240&otracker=browse&fm=organic&iid=e8d11cd2-bd67-4c2a-9f3d-feb28e751edf.MOBGDPAEESUHWZWM.SEARCH&ppt=None&ppn=None&ssid=qjwj5zzpy80000001713283224014,Kechaoda,Aurora Gold,128 GB,https://rukminim2.flixcart.com/image/312/312/l2c753k0/mobile/1/d/b/k55-pro-k55-pro-kechaoda-original-imagdpadngyffj7v.jpeg?q=70
"realme P1 5G (Peacock Green, 128 GB)","₹15,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BEHHQ9H7X&lid=LSTMOBGYQ6BEHHQ9H7XUGYV7T&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_241&otracker=browse&fm=organic&iid=en_wEBv_Plsu1JmmPSCGt9KxzmTvxuSRi6qSH2YPwmGT6HSs1hVsRInxC69paDgYpleA8xqmKKET0VQ-FK90ZMQ2PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,realme,2a,Not available,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/d/w/p1-5g-rmx3870-realme-original-imagzxksvkdqufye.jpeg?q=70
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_242&otracker=browse&fm=organic&iid=en_wEBv_Plsu1JmmPSCGt9KxzmTvxuSRi6qSH2YPwmGT6GGEaPU2Um0AxTg1sAmyN6Qy-RydFuPrWRDQ9xVlYh5c_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,Nothing,Starfrost White,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/x/-original-imagyr3vfpqrpkbv.jpeg?q=70
"realme Narzo N55 (Prime Black, 128 GB)","₹9,271",https://www.flipkart.com/realme-narzo-n55-prime-black-128-gb/p/itm599c1b2a46e04?pid=MOBGZZUPPPPUW2MG&lid=LSTMOBGZZUPPPPUW2MGD4NCAE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_243&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGZZUPPPPUW2MG.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,realme,Power Black,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/o/w/narzo-n55-rmx3710-realme-original-imagzuft22eh48at.jpeg?q=70
"OnePlus 11R 5G (Solar Red, 512 GB)","₹45,997",https://www.flipkart.com/oneplus-11r-5g-solar-red-512-gb/p/itmd8344a066fd54?pid=MOBGU5JQDHVR9FSM&lid=LSTMOBGU5JQDHVR9FSMSGZSNJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_244&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGU5JQDHVR9FSM.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,OnePlus,Ocean Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/q/4/11r-5g-5011102671-oneplus-original-imagu5h8x9h8qwrv.jpeg?q=70
Kechaoda K55 Pro,"₹1,130",https://www.flipkart.com/kechaoda-k55-pro/p/itm15c4cff59145e?pid=MOBGDPAEESUHWZWM&lid=LSTMOBGDPAEESUHWZWMGK9OLP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_245&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGDPAEESUHWZWM.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,Kechaoda,Charcoal Black,128 GB,https://rukminim2.flixcart.com/image/312/312/l2c753k0/mobile/1/d/b/k55-pro-k55-pro-kechaoda-original-imagdpadngyffj7v.jpeg?q=70
"Nokia 150 Dual Sim Keypad Phone, Rear Camera, Long Lasting Battery Life and FM Radio","₹2,749",https://www.flipkart.com/nokia-150-dual-sim-keypad-phone-rear-camera-long-lasting-battery-life-fm-radio/p/itmd9ed5b3168799?pid=MOBGSFECGPCGXQW3&lid=LSTMOBGSFECGPCGXQW3BXCXAA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_246&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGSFECGPCGXQW3.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,Nokia,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/3/g/150-ta-1582-ds-nokia-original-imagugfe5rgakjeu.jpeg?q=70
"Tecno POVA 5 Pro 5G (Dark Illusion, 256 GB)","₹15,999",https://www.flipkart.com/tecno-pova-5-pro-5g-dark-illusion-256-gb/p/itm93615920884a2?pid=MOBGW4KGJJH7PMZF&lid=LSTMOBGW4KGJJH7PMZFO8YSLB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_247&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGW4KGJJH7PMZF.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,Tecno,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/1/q/-original-imagz5nzaxdkvyg6.jpeg?q=70
Jio PRIMA 4G,"₹2,899",https://www.flipkart.com/jio-prima-4g/p/itm90ad7e6855c63?pid=MOBGWFH8WGJJAEU2&lid=LSTMOBGWFH8WGJJAEU2UMRVIF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_248&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGWFH8WGJJAEU2.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,Jio,Ash Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/y/j/prima-4g-f491h-yellow-jio-original-imagweyc4ac7cgjg.jpeg?q=70
"realme 12 Pro 5G (Submarine Blue, 256 GB)","₹26,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-256-gb/p/itmcc78f150eeabd?pid=MOBGYQ6BCRKRFYUB&lid=LSTMOBGYQ6BCRKRFYUBGIRXPL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_249&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGYQ6BCRKRFYUB.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,realme,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/x/c/-original-imagx6rdpmhuq5ba.jpeg?q=70
"REDMI 13C (Starfrost White, 128 GB)","₹8,699",https://www.flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm77877eab8617d?pid=MOBGWV9ERZ8YACPA&lid=LSTMOBGWV9ERZ8YACPA7PIG0S&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_250&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGWV9ERZ8YACPA.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,REDMI,Royal Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/k/z/-original-imagxg47dwvzqew3.jpeg?q=70
Kechaoda K115,"₹1,080",https://www.flipkart.com/kechaoda-k115/p/itmexfz2mgxnzhnd?pid=MOBFZJS9RXJDGNFK&lid=LSTMOBFZJS9RXJDGNFKAQNYEQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_251&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBFZJS9RXJDGNFK.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,Kechaoda,White,512 GB,https://rukminim2.flixcart.com/image/312/312/k612pow0/mobile/n/f/k/kechaoda-k115-k115-original-imafzky34fgfyduj.jpeg?q=70
"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Navy, 128 GB)","₹29,999",https://www.flipkart.com/samsung-galaxy-s21-fe-5g-snapdragon-888-navy-128-gb/p/itmcb8fc8eb2e82b?pid=MOBGTKQG8T9ZHJMM&lid=LSTMOBGTKQG8T9ZHJMMA4D1AC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_252&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGTKQG8T9ZHJMM.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,Samsung,Groovy Violet,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/x/0/-original-imagtnqjjfgxzpz4.jpeg?q=70
"realme 12x 5G (Twilight Purple, 128 GB)","₹11,999",https://www.flipkart.com/realme-12x-5g-twilight-purple-128-gb/p/itmaa3401e5370b5?pid=MOBGYQ6BK9WHKQFS&lid=LSTMOBGYQ6BK9WHKQFSOMM8LT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_253&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGYQ6BK9WHKQFS.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,realme,Starshine Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/i/w/-original-imagzk4mfg6zf2fv.jpeg?q=70
"Apple iPhone 15 (Black, 256 GB)","₹75,999",https://www.flipkart.com/apple-iphone-15-black-256-gb/p/itm6f0727e3e3b52?pid=MOBGTAGPSMHFKHT5&lid=LSTMOBGTAGPSMHFKHT5QSQH4U&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_254&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGTAGPSMHFKHT5.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,Apple,Satin Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/d/9/-original-imagtc2qzgnnuhxh.jpeg?q=70
"realme 12 Pro 5G (Submarine Blue, 128 GB)","₹24,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-128-gb/p/itmcc78f150eeabd?pid=MOBGWH8S2HYMNRZM&lid=LSTMOBGWH8S2HYMNRZMZK1NMA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_255&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGWH8S2HYMNRZM.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,realme,Glacier Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/x/c/-original-imagx6rdpmhuq5ba.jpeg?q=70
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,234",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm1e2206f816463?pid=MOBGQFVG9WPRN3TH&lid=LSTMOBGQFVG9WPRN3THNKUHVY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_256&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGQFVG9WPRN3TH.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,Nokia,Sea Green,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/9/9/-original-imagqxtthanhp6wn.jpeg?q=70
Micromax J2,₹862,https://www.flipkart.com/micromax-j2/p/itm2fed24aa6877e?pid=MOBGG9HRSGYNCHPF&lid=LSTMOBGG9HRSGYNCHPFQABZ6K&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_257&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGG9HRSGYNCHPF.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,Micromax,Jade Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/q/v/j2-j2-micromax-original-imagg9hrv4annmzc.jpeg?q=70
"Infinix HOT 30 5G (Knight Black, 128 GB)","₹11,999",https://www.flipkart.com/infinix-hot-30-5g-knight-black-128-gb/p/itm6d838a176d8c4?pid=MOBGR4GQY2ZD6GY6&lid=LSTMOBGR4GQY2ZD6GY6NK8RGV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_258&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGR4GQY2ZD6GY6.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,Infinix,Jazzy Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/w/x/hot-30-5g-x6832-infinix-original-imagrfwzw66ubgnk.jpeg?q=70
"POCO X6 Pro 5G (Spectre Black, 512 GB)","₹27,499",https://www.flipkart.com/poco-x6-pro-5g-spectre-black-512-gb/p/itme39d84b843d40?pid=MOBGWMGBT4TJHXW2&lid=LSTMOBGWMGBT4TJHXW2TJV6SK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_259&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGWMGBT4TJHXW2.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,POCO,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/i/d/-original-imagwzrguaee4pz6.jpeg?q=70
"Motorola g14 (Sky Blue, 128 GB)","₹8,499",https://www.flipkart.com/motorola-g14-sky-blue-128-gb/p/itme6e3af09b1936?pid=MOBGQFX8XRKKCRWZ&lid=LSTMOBGQFX8XRKKCRWZ13GRRK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_260&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGQFX8XRKKCRWZ.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,Motorola,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/i/z/g14-payf0011in-motorola-original-imagrtypz3qqy3hg.jpeg?q=70
"OnePlus 11R 5G (Sonic Black, 128 GB)","₹33,209",https://www.flipkart.com/oneplus-11r-5g-sonic-black-128-gb/p/itmd8344a066fd54?pid=MOBGQ9PX4FCMG5MP&lid=LSTMOBGQ9PX4FCMG5MPLWZ0HK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_261&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGQ9PX4FCMG5MP.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,OnePlus,Blue Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/x/a/11r-5g-5011102525-oneplus-original-imagn3afeqfr6acy.jpeg?q=70
"Motorola Edge 50 Pro 5G with 125W Charger (Black Beauty, 256 GB)","₹35,999",https://www.flipkart.com/motorola-edge-50-pro-5g-125w-charger-black-beauty-256-gb/p/itmf7f6e88ef68e8?pid=MOBGXFXYMH8CGDMM&lid=LSTMOBGXFXYMH8CGDMMTODP5W&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_262&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGXFXYMH8CGDMM.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,Motorola,Stardust Silver,256 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/i/v/-original-imagzhspm6zvfaeh.jpeg?q=70
"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Olive, 128 GB)","₹29,999",https://www.flipkart.com/samsung-galaxy-s21-fe-5g-snapdragon-888-olive-128-gb/p/itm628856d2794e5?pid=MOBGTKQGTQW4PZUF&lid=LSTMOBGTKQGTQW4PZUFFPR4CC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_263&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBGTKQGTQW4PZUF.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,Samsung,Glimmer Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/y/g/-original-imagtnqkutcyzhgq.jpeg?q=70
SAMSUNG Metro 313 Dual Sim,"₹1,999",https://www.flipkart.com/samsung-metro-313-dual-sim/p/itmeugbhqspvrmua?pid=MOBEUGBKUHTFERGW&lid=LSTMOBEUGBKUHTFERGWB7X6ZF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_264&otracker=browse&fm=organic&iid=bad1a6de-292b-4051-ac91-903ace21599d.MOBEUGBKUHTFERGW.SEARCH&ppt=None&ppn=None&ssid=slxqgl73ww0000001713283225147,SAMSUNG,Aurora Gold,128 GB,https://rukminim2.flixcart.com/image/312/312/jyxaw7k0/mobile/z/z/m/samsung-metro-313-dual-sim-sm-b313ezadins-original-imaf6mefvanh74vz.jpeg?q=70
"REDMI 12 (Moonstone Silver, 128 GB)","₹9,499",https://www.flipkart.com/redmi-12-moonstone-silver-128-gb/p/itme52e778c12701?pid=MOBGRMFK2MGRNG4Q&lid=LSTMOBGRMFK2MGRNG4QLTOTUC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_265&otracker=browse&fm=organic&iid=75e51207-266b-4cf0-8fcb-765157fb7d75.MOBGRMFK2MGRNG4Q.SEARCH&ppt=None&ppn=None&ssid=p95oejldz40000001713283227107,REDMI,2a,Not available,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/j/n/-original-imags37gyajqxkgp.jpeg?q=70
"realme 12 Pro+ 5G (Navigator Beige, 128 GB)","₹29,999",https://www.flipkart.com/realme-12-pro-5g-navigator-beige-128-gb/p/itm7f042fb6aebdb?pid=MOBGWH8SCYWVCQEH&lid=LSTMOBGWH8SCYWVCQEHVT9AUP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_266&otracker=browse&fm=organic&iid=75e51207-266b-4cf0-8fcb-765157fb7d75.MOBGWH8SCYWVCQEH.SEARCH&ppt=None&ppn=None&ssid=p95oejldz40000001713283227107,realme,Starfrost White,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/f/g/-original-imagxhd5gqhzszeb.jpeg?q=70
"realme P1 5G (Peacock Green, 128 GB)","₹15,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BEHHQ9H7X&lid=LSTMOBGYQ6BEHHQ9H7XUGYV7T&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_267&otracker=browse&fm=organic&iid=en_esnG7pco2i42H4p-corTPDrc5c2jRkuRQDknkkV4iOk5PduRuls_MjYov3EG06CXA8xqmKKET0VQ-FK90ZMQ2PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=p95oejldz40000001713283227107,realme,Power Black,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/d/w/p1-5g-rmx3870-realme-original-imagzxksvkdqufye.jpeg?q=70
"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999",https://www.flipkart.com/nothing-phone-2a-5g-black-128-gb/p/itm85c6bca5edadc?pid=MOBGVMQSZWSCFFWT&lid=LSTMOBGVMQSZWSCFFWTLEUOV6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_268&otracker=browse&fm=organic&iid=en_esnG7pco2i42H4p-corTPDrc5c2jRkuRQDknkkV4iOndNJ4w46nb-rGeda6GEq9Fy-RydFuPrWRDQ9xVlYh5c_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=p95oejldz40000001713283227107,Nothing,Ocean Green,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/x/-original-imagyr3vfpqrpkbv.jpeg?q=70
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,220",https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm13dfe84676a79?pid=MOBGC96FRD7DB2R7&lid=LSTMOBGC96FRD7DB2R7QHFEAV&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_269&otracker=browse&fm=organic&iid=75e51207-266b-4cf0-8fcb-765157fb7d75.MOBGC96FRD7DB2R7.SEARCH&ppt=None&ppn=None&ssid=p95oejldz40000001713283227107,Nokia,Charcoal Black,128 GB,https://rukminim2.flixcart.com/image/312/312/l0r1j0w0/mobile/b/h/f/-original-imagch28cnf3u3we.jpeg?q=70
"SAMSUNG Galaxy F34 5G (Mystic Green, 128 GB)","₹16,999",https://www.flipkart.com/samsung-galaxy-f34-5g-mystic-green-128-gb/p/itm2ce3011602d7b?pid=MOBGRZMYHHCWCAXG&lid=LSTMOBGRZMYHHCWCAXGZPMGCO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_270&otracker=browse&fm=organic&iid=75e51207-266b-4cf0-8fcb-765157fb7d75.MOBGRZMYHHCWCAXG.SEARCH&ppt=None&ppn=None&ssid=p95oejldz40000001713283227107,SAMSUNG,Ice Blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/w/e/-original-imagtyw9fdfnsune.jpeg?q=70
"Apple iPhone 15 Plus (Blue, 128 GB)","₹75,999",https://www.flipkart.com/apple-iphone-15-plus-blue-128-gb/p/itm4022c14383050?pid=MOBGTAGPE4F2HAW7&lid=LSTMOBGTAGPE4F2HAW7NDYSPY&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_271&otracker=browse&fm=organic&iid=75e51207-266b-4cf0-8fcb-765157fb7d75.MOBGTAGPE4F2HAW7.SEARCH&ppt=None&ppn=None&ssid=p95oejldz40000001713283227107,Apple,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/i/x/-original-imagtc6fhhtqjnr9.jpeg?q=70
"OnePlus Nord 3 5G (Misty Green, 256 GB)","₹29,999",https://www.flipkart.com/oneplus-nord-3-5g-misty-green-256-gb/p/itm5fc87afce35dc?pid=MOBGRK3284RMGYSX&lid=LSTMOBGRK3284RMGYSXQC2FPF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_272&otracker=browse&fm=organic&iid=75e51207-266b-4cf0-8fcb-765157fb7d75.MOBGRK3284RMGYSX.SEARCH&ppt=None&ppn=None&ssid=p95oejldz40000001713283227107,OnePlus,Ash Black,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/c/e/nord-3-5g-cph2491-oneplus-original-imagrk2z92qpqgfd.jpeg?q=70
"POCO M6 5G (Galactic Black, 256 GB)","₹11,999",https://www.flipkart.com/poco-m6-5g-galactic-black-256-gb/p/itm1bc7cb01620e6?pid=MOBGW9FEQH3ESHCZ&lid=LSTMOBGW9FEQH3ESHCZIDEBTF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_273&otracker=browse&fm=organic&iid=75e51207-266b-4cf0-8fcb-765157fb7d75.MOBGW9FEQH3ESHCZ.SEARCH&ppt=None&ppn=None&ssid=p95oejldz40000001713283227107,POCO,Ink blue,128 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/b/r/-original-imagytcpcnjbduwh.jpeg?q=70
"realme 12 Pro 5G (Submarine Blue, 256 GB)","₹26,999",https://www.flipkart.com/realme-12-pro-5g-submarine-blue-256-gb/p/itmcc78f150eeabd?pid=MOBGWH8SBYXG332N&lid=LSTMOBGWH8SBYXG332NJ3OT7D&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_274&otracker=browse&fm=organic&iid=75e51207-266b-4cf0-8fcb-765157fb7d75.MOBGWH8SBYXG332N.SEARCH&ppt=None&ppn=None&ssid=p95oejldz40000001713283227107,realme,Royal Blue,64 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/x/c/-original-imagx6rdpmhuq5ba.jpeg?q=70
"REDMI 12 5G (Pastel Blue, 128 GB)","₹12,750",https://www.flipkart.com/redmi-12-5g-pastel-blue-128-gb/p/itm0c8ba13f6fc5b?pid=MOBGZF9PFZMY6YCH&lid=LSTMOBGZF9PFZMY6YCHLOQFTZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_275&otracker=browse&fm=organic&iid=75e51207-266b-4cf0-8fcb-765157fb7d75.MOBGZF9PFZMY6YCH.SEARCH&ppt=None&ppn=None&ssid=p95oejldz40000001713283227107,REDMI,White,512 GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/0/4/-original-imagxaqu3samghjd.jpeg?q=70
